Page NO,Category,Name,Categories,Key Words,Vendors,Color,Crystal Structure,Physical Properties,Chemical Properties,Mechanical Properties,Electrical Properties,Thermal Properties,Optical Properties,Component Elements Properties,Descriptive Properties,Processing,URL,Material,url,Description,Alloy Composition,Base Metal Price (% relative),Brinell Hardness,Compressive (crushing) Strength (MPa),Curie Temperature (°C),Density (g/cm³),Dielectric Constant (relative Permittivity) At 1Hz,Dielectric Constant (relative Permittivity) At 1Mhz,Dielectric Strength (breakdown Potential) (kV/mm),"Elastic (Young's, Tensile) Modulus (GPa)",Electrical Conductivity: Equal Volume (% IACS),Electrical Conductivity: Equal Weight (specific) (% IACS),Electrical Dissipation At 1Hz,Electrical Dissipation At 1Mhz,Electrical Resistivity Order Of Magnitude (10),Elongation At Break (%),Embodied Carbon (kg CO₂),Embodied Energy (MJ/kg),Embodied Water (L/kg),Fatigue Strength (MPa),Flexural Modulus (GPa),Flexural Strength (MPa),Follow-up Questions,Fracture Toughness (MPa·m),Further Reading,Glass Transition Temperature (°C),Heat Deflection Temperature At 1.82Mpa (264Psi) (°C),Impact Strength: Notched Izod (J/m),Impact Strength: V-notched Charpy (J),Knoop Hardness,Latent Heat Of Fusion (J/g),Light Transmission Range (µm),Limiting Oxygen Index (loi) (%),Maximum Temperature: Autoignition (°C),Maximum Temperature: Corrosion (°C),Maximum Temperature: Decomposition (°C),Maximum Temperature: Mechanical (°C),Maximum Thermal Shock (°C),Melting Completion (liquidus) (°C),Melting Onset (solidus) (°C),Poisson's Ratio,Pren (pitting Resistance),Reduction In Area (%),Refractive Index,Resilience: Ultimate (unit Rupture Work) (MJ/m³),Resilience: Unit (modulus Of Resilience) (kJ/m³),Rockwell B Hardness,Rockwell C Hardness,Rockwell M Hardness,Shear Modulus (GPa),Shear Strength (MPa),Solidification (pattern Maker's) Shrinkage (%),Specific Heat Capacity (J/kg·K),Stiffness To Weight: Axial (points),Stiffness To Weight: Bending (points),Strength To Weight: Axial (points),Strength To Weight: Bending (points),Tensile Strength: Ultimate (uts) (MPa),Tensile Strength: Yield (proof) (MPa),Thermal Conductivity (W/m·K),Thermal Diffusivity (mm²/s),Thermal Expansion (µm/m·K),Thermal Shock Resistance (points),Vicat Softening Temperature (°C),Water Absorption After 24 Hours (%),Water Absorption At Saturation (%)
Category: polymer Page No: 2,polymer,"Overview of materials for Low Density Polyethylene (LDPE), Blow Molding Grade","Polymer, Thermoplastic, Polyethylene (PE), Low Density (LDPE), Low Density Polyethylene (LDPE), Blow Molding Grade","This property data is a summary of similar materials in the MatWeb database for the category ""Low Density Polyethylene (LDPE), Blow Molding Grade"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",N/A,,,"[{'Density': {'Metric': '0.912-0.955g/cc', 'English': '0.0329-0.0345lb/in³', 'Comments': 'Average value: 0.922 g/cc Grade Count:75'}}]",N/A,"[{'Hardness, Shore D': {'Metric': '45.0 - 59.0', 'English': '45.0 - 59.0', 'Comments': 'Average value: 50.3  Grade Count:27'}}]",N/A,"[{'Melting Point': {'Metric': '108-121°C', 'English': '226-250°F', 'Comments': 'Average value: 113 °C Grade Count:12'}}]","[{'Haze': {'Metric': '3.40 - 22.0 %', 'English': '3.40 - 22.0 %', 'Comments': 'Average value: 8.51 % Grade Count:27'}}]",N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=b34a78d271064c4f85f28a9ffaf94045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 2,polymer,"Overview of materials for Low Density Polyethylene (LDPE), Liner Grade","Polymer, Thermoplastic, Polyethylene (PE), Low Density (LDPE), Low Density Polyethylene (LDPE), Liner Grade","This property data is a summary of similar materials in the MatWeb database for the category ""Low Density Polyethylene (LDPE), Liner Grade"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",N/A,,,"[{'Density': {'Metric': '0.920-0.927g/cc', 'English': '0.0332-0.0335lb/in³', 'Comments': 'Average value: 0.923 g/cc Grade Count:7'}}]",N/A,"[{'Tensile Strength, Ultimate': {'Metric': '9.31-10.3MPa', 'English': '1350-1500psi', 'Comments': 'Average value: 9.77 MPa Grade Count:3'}}]",N/A,"[{'Melting Point': {'Metric': '110-112°C', 'English': '230-234°F', 'Comments': 'Average value: 111 °C Grade Count:3'}}]","[{'Haze': {'Metric': '8.00 - 15.0 %', 'English': '8.00 - 15.0 %', 'Comments': 'Average value: 11.0 % Grade Count:4'}}]",N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=7cd99fab1323459c83dbd95037fe5c68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 2,polymer,"Overview of materials for Low Density Polyethylene (LDPE), Film Grade","Polymer, Film, Thermoplastic, Polyethylene (PE), Low Density (LDPE), Low Density Polyethylene (LDPE), Film Grade","This property data is a summary of similar materials in the MatWeb database for the category ""Low Density Polyethylene (LDPE), Film Grade"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",N/A,,,"[{'Density': {'Metric': '0.902-1.00g/cc', 'English': '0.0326-0.0361lb/in³', 'Comments': 'Average value: 0.923 g/cc Grade Count:543'}}]",N/A,"[{'Hardness, Shore A': {'Metric': '80.0 - 99.0', 'English': '80.0 - 99.0', 'Comments': 'Average value: 87.6  Grade Count:7'}}]","[{'Electrical Resistivity': {'Metric': '500-1.00e+15ohm-cm', 'English': '500-1.00e+15ohm-cm', 'Comments': 'Average value: 5.67e+14 ohm-cm Grade Count:31'}}]","[{'CTE, linear': {'Metric': '180-230µm/m-°C', 'English': '100-128µin/in-°F', 'Comments': 'Average value: 206 µm/m-°C Grade Count:17'}}]","[{'Haze': {'Metric': '0.650 - 55.0 %', 'English': '0.650 - 55.0 %', 'Comments': 'Average value: 8.55 % Grade Count:457'}}]",N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=9ff98d958a714b2a8a00990a929d6f14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 3,polymer,"Overview of materials for Thermoplastic Olefinic Elastomer (TPO), Film Grade","Polymer, Film, Thermoplastic, Elastomer, TPE, Thermoplastic Olefinic Elastomer (TPO), Film Grade","This property data is a summary of similar materials in the MatWeb database for the category ""Thermoplastic Olefinic Elastomer (TPO), Film Grade"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",N/A,,,"[{'Density': {'Metric': '0.862-0.910g/cc', 'English': '0.0311-0.0329lb/in³', 'Comments': 'Average value: 0.885 g/cc Grade Count:16'}}]",N/A,"[{'Hardness, Shore A': {'Metric': '66.0', 'English': '66.0', 'Comments': 'Average value: 66.0  Grade Count:4'}}]",N/A,"[{'Melting Point': {'Metric': '70.0-103°C', 'English': '158-217°F', 'Comments': 'Average value: 89.8 °C Grade Count:9'}}]","[{'Haze': {'Metric': '0.100 - 7.50 %', 'English': '0.100 - 7.50 %', 'Comments': 'Average value: 1.99 % Grade Count:8'}}]",N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=3abba6abd8cb4065b97d7ae077d0ba40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 3,polymer,Overview of materials for Styrenic TPE,"Polymer, Thermoplastic, Elastomer, TPE, Styrenic TPE","This property data is a summary of similar materials in the MatWeb database for the category ""Styrenic TPE"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '0.930-1.68g/cc', 'English': '0.0336-0.0607lb/in³', 'Comments': 'Average value: 1.06 g/cc Grade Count:35'}}]","[{'Butadiene Content': {'Metric': '60 - 78 %', 'English': '60 - 78 %', 'Comments': 'Average value: 70.2 % Grade Count:10'}}]","[{'Hardness, Shore A': {'Metric': '45 - 91', 'English': '45 - 91', 'Comments': 'Average value: 66.6  Grade Count:40'}}]","[{'Electrical Resistivity': {'Metric': '0.100-1.00e+16ohm-cm', 'English': '0.100-1.00e+16ohm-cm', 'Comments': 'Average value: 7.69e+15 ohm-cm Grade Count:13'}}]","[{'Brittleness Temperature': {'Metric': '-60.0--57.0°C', 'English': '-76.0--70.6°F', 'Comments': 'Average value: -59.0 °C Grade Count:4'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=40f15838d18847db8b57ca596de34a88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 3,polymer,Overview of materials for Thermoplastic Olefinic Elastomer (TPO),"Polymer, Thermoplastic, Elastomer, TPE, Thermoplastic Olefinic Elastomer (TPO)","This property data is a summary of similar materials in the MatWeb database for the category ""Thermoplastic Olefinic Elastomer (TPO)"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '0.850-1.82g/cc', 'English': '0.0307-0.0658lb/in³', 'Comments': 'Average value: 1.00 g/cc Grade Count:822'}}]",N/A,"[{'Hardness, Rockwell R': {'Metric': '49.0 - 95.0', 'English': '49.0 - 95.0', 'Comments': 'Average value: 76.5  Grade Count:31'}}]","[{'Electrical Resistivity': {'Metric': '10.0-1.00e+16ohm-cm', 'English': '10.0-1.00e+16ohm-cm', 'Comments': 'Average value: 9.00e+14 ohm-cm Grade Count:16'}}]","[{'CTE, linear': {'Metric': '19.0-132µm/m-°C', 'English': '10.6-73.3µin/in-°F', 'Comments': 'Average value: 68.7 µm/m-°C Grade Count:146'}}]","[{'Haze': {'Metric': '0.100 - 23.0 %', 'English': '0.100 - 23.0 %', 'Comments': 'Average value: 6.31 % Grade Count:7'}}]",N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=b3345507e81642dd8a84bc742670cb74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 3,polymer,"Overview of materials for Thermoplastic Elastomer, Melt-Processible Rubber","Polymer, Thermoplastic, Elastomer, TPE, Thermoplastic Elastomer, Melt-Processible Rubber","This property data is a summary of similar materials in the MatWeb database for the category ""Thermoplastic Elastomer, Melt-Processible Rubber"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '0.100-1.99g/cc', 'English': '0.00361-0.0717lb/in³', 'Comments': 'Average value: 1.02 g/cc Grade Count:757'}}]",N/A,"[{'Hardness, Shore A': {'Metric': '2.00 - 98.0', 'English': '2.00 - 98.0', 'Comments': 'Average value: 63.7  Grade Count:708'}}]","[{'Electrical Resistivity': {'Metric': '5.30e+15-9.10e+16ohm-cm', 'English': '5.30e+15-9.10e+16ohm-cm', 'Comments': 'Average value: 3.57e+16 ohm-cm Grade Count:5'}}]","[{'CTE, linear': {'Metric': '119-147µm/m-°C', 'English': '66.1-81.7µin/in-°F', 'Comments': 'Average value: 132 µm/m-°C Grade Count:5'}}]","[{'Haze': {'Metric': '0.400 - 77.0 %', 'English': '0.400 - 77.0 %', 'Comments': 'Average value: 27.8 % Grade Count:22'}}]",N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=3190cb436efb45c0a1b4e64adfe908dd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 3,polymer,"Overview of materials for Polyester Thermoplastic Elastomer, Glass Filled","Polymer, Thermoplastic, Polyester, TP, Polyester Thermoplastic Elastomer, Glass Filled","This property data is a summary of similar materials in the MatWeb database for the category ""Polyester Thermoplastic Elastomer, Glass Filled"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '1.02-2.00g/cc', 'English': '0.0368-0.0723lb/in³', 'Comments': 'Average value: 1.50 g/cc Grade Count:31'}}]",N/A,"[{'Hardness, Rockwell R': {'Metric': '114 - 116', 'English': '114 - 116', 'Comments': 'Average value: 115  Grade Count:5'}}]","[{'Electrical Resistivity': {'Metric': '1.00e+13-1.00e+16ohm-cm', 'English': '1.00e+13-1.00e+16ohm-cm', 'Comments': 'Average value: 5.25e+15 ohm-cm Grade Count:4'}}]","[{'CTE, linear': {'Metric': '20.0-198µm/m-°C', 'English': '11.1-110µin/in-°F', 'Comments': 'Average value: 47.3 µm/m-°C Grade Count:11'}}]","[{'Haze': {'Metric': '48.0 - 99.0 %', 'English': '48.0 - 99.0 %', 'Comments': 'Average value: 81.6 % Grade Count:5'}}]",N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=b5595973b2544650a9e73961baf07833,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 2,polymer,"Overview of materials for Low Density Polyethylene (LDPE), Masterbatch Grade","Polymer, Thermoplastic, Polyethylene (PE), Low Density (LDPE), Low Density Polyethylene (LDPE), Masterbatch Grade","This property data is a summary of similar materials in the MatWeb database for the category ""Low Density Polyethylene (LDPE), Masterbatch Grade"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",N/A,,,"[{'Density': {'Metric': '0.913-1.19g/cc', 'English': '0.0330-0.0430lb/in³', 'Comments': 'Average value: 0.938 g/cc Grade Count:32'}}]",N/A,"[{'Hardness, Shore D': {'Metric': '40.0 - 50.0', 'English': '40.0 - 50.0', 'Comments': 'Average value: 44.0  Grade Count:17'}}]",N/A,"[{'Melting Point': {'Metric': '100-140°C', 'English': '212-284°F', 'Comments': 'Average value: 107 °C Grade Count:27'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=70c88b51f6ad41ea88ca492de38af5fa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 3,polymer,Overview of materials for Polyester Thermoplastic Elastomer,"Polymer, Thermoplastic, Elastomer, TPE, Polyester, TP, Polyester Thermoplastic Elastomer","This property data is a summary of similar materials in the MatWeb database for the category ""Polyester Thermoplastic Elastomer"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '1.00-1.36g/cc', 'English': '0.0361-0.0491lb/in³', 'Comments': 'Average value: 1.19 g/cc Grade Count:148'}}]","[{'Acid Value': {'Metric': '2.00 - 3.00', 'English': '2.00 - 3.00', 'Comments': 'Average value: 2.83  Grade Count:6'}}]","[{'Hardness, Shore A': {'Metric': '65.0 - 99.0', 'English': '65.0 - 99.0', 'Comments': 'Average value: 90.2  Grade Count:55'}}]","[{'Electrical Resistivity': {'Metric': '1.00e+11-4.00e+16ohm-cm', 'English': '1.00e+11-4.00e+16ohm-cm', 'Comments': 'Average value: 1.21e+15 ohm-cm Grade Count:59'}}]","[{'CTE, linear': {'Metric': '23.4-250µm/m-°C', 'English': '13.0-139µin/in-°F', 'Comments': 'Average value: 169 µm/m-°C Grade Count:45'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=0619837e5f584a1f8c5e6f692952898a,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 3,polymer,"Overview of materials for Polyarylsulfone (PAS), Molded/Extruded","Polymer, Thermoplastic, Polyarylsulfone (PAS), Polyarylsulfone; Molded/Extruded","This property data is a summary of similar materials in the MatWeb database for the category ""Polyarylsulfone; Molded/Extruded"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=62538ad2a6e7413886e431764326216f,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 3,polymer,"Overview of materials for Polysulfone, 30% Glass Fiber Reinforced","Polymer, Thermoplastic, Polysulfone (PSU), Polysulfone, 30% Glass Fiber Reinforced","This property data is a summary of similar materials in the MatWeb database for the category ""Polysulfone, 30% Glass Fiber Reinforced"". Specific grades with glass content between 25% and 34% are included. Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '1.46-1.60g/cc', 'English': '0.0527-0.0578lb/in³', 'Comments': 'Average value: 1.51 g/cc Grade Count:10'}}]",N/A,"[{'Tensile Strength, Ultimate': {'Metric': '96.5-121MPa', 'English': '14000-17500psi', 'Comments': 'Average value: 112 MPa Grade Count:10'}}]","[{'Electrical Resistivity': {'Metric': '1.00e+12-2.00e+16ohm-cm', 'English': '1.00e+12-2.00e+16ohm-cm', 'Comments': 'Average value: 7.50e+15 ohm-cm Grade Count:4'}}]","[{'CTE, linear': {'Metric': '21.6-22.0µm/m-°C', 'English': '12.0-12.2µin/in-°F', 'Comments': 'Average value: 21.7 µm/m-°C Grade Count:3'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=d89c7f6d6b70427295be8ad0d8c7dbf8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 3,polymer,Overview of materials for Polyphenylsulfone (PPSU),"Polymer, Thermoplastic, Polyphenylsulfone (PPSU)","This property data is a summary of similar materials in the MatWeb database for the category ""Polyphenylsulfone"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.","Ensinger High Performance Plastics  withstand severe environments, resist harsh chemicals, and perform well in extreme temperatures. They offer weight savings that have potential to drive lower cost systems. ",,,"[{'Density': {'Metric': '0.0500-2.00g/cc', 'English': '0.00181-0.0723lb/in³', 'Comments': 'Average value: 1.33 g/cc Grade Count:95'}}]",N/A,"[{'Hardness, Rockwell M': {'Metric': '80.0 - 92.0', 'English': '80.0 - 92.0', 'Comments': 'Average value: 86.5  Grade Count:20'}}]","[{'Electrical Resistivity': {'Metric': '10.0-1.00e+17ohm-cm', 'English': '10.0-1.00e+17ohm-cm', 'Comments': 'Average value: 5.07e+15 ohm-cm Grade Count:45'}}]","[{'CTE, linear': {'Metric': '5.50-72.0µm/m-°C', 'English': '3.06-40.0µin/in-°F', 'Comments': 'Average value: 51.5 µm/m-°C Grade Count:42'}}]","[{'Refractive Index': {'Metric': '1.65 - 1.76', 'English': '1.65 - 1.76', 'Comments': 'Average value: 1.68  Grade Count:6'}}]",N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=801427233e964766bcc21712fba42302,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
